date,day_of_week,week_of_year,food_item,temperature,is_exam_day,is_event_day,is_holiday,avg_last_7_days_sales,prev_day_sales,quantity_prepared,actual_sales,leftover_quantity
2024-10-17,3,42,Fries,32.63,0,0,0,66,64,70,60,10
2024-10-18,4,42,Idli Sambar,30.04,1,0,0,111,103,89,62,27
2024-10-19,5,42,Fried Rice,30.54,1,1,0,128,142,143,123,20
2024-10-20,6,42,Dal Tadka,37.13,0,0,1,109,111,89,68,21
2024-10-21,0,43,Noodles,29.7,0,1,0,73,62,105,82,23
2024-10-22,1,43,Masala Dosa,39.26,0,1,0,123,136,152,144,8
2024-10-23,2,43,Fries,30.33,0,1,0,78,84,101,90,11
2024-10-24,3,43,Pasta,37.99,1,1,0,135,144,150,148,2
2024-10-25,4,43,Poha,27.5,0,0,0,77,74,92,80,12
2024-10-26,5,43,Sandwich,32.61,1,0,0,109,119,110,92,18
2024-10-27,6,43,Chicken Biryani,25.63,0,1,1,103,90,106,76,30
2024-10-28,0,44,Masala Dosa,34.14,1,1,0,77,90,72,54,18
2024-10-29,1,44,Dal Tadka,31.71,1,0,0,103,106,98,74,24
2024-10-30,2,44,Fries,42.53,0,0,0,125,122,145,113,32
2024-10-31,3,44,Chole Bhature,27.82,0,0,0,107,103,110,98,12
2024-11-01,4,44,Veg Biryani,35.24,1,0,0,133,135,127,125,2
2024-11-02,5,44,Idli Sambar,32.98,1,1,0,101,108,113,93,20
2024-11-03,6,44,Fried Rice,35.33,1,1,1,63,52,42,33,9
2024-11-04,0,45,Idli Sambar,35.73,0,1,0,134,141,171,152,19
2024-11-05,1,45,Sandwich,28.57,1,1,0,119,111,128,117,11
2024-11-06,2,45,Veg Biryani,26.48,1,1,0,109,105,126,107,19
2024-11-07,3,45,Fries,30.29,1,0,0,61,75,62,39,23
2024-11-08,4,45,Poha,17.12,1,0,0,94,101,73,58,15
2024-11-09,5,45,Fried Rice,27.14,0,1,0,120,124,144,124,20
2024-11-10,6,45,Noodles,28.22,1,1,1,66,52,42,26,16
2024-11-11,0,46,Chole Bhature,37.33,0,0,0,95,92,103,92,11
2024-11-12,1,46,Sandwich,30.56,1,1,0,134,135,127,115,12
2024-11-13,2,46,Sandwich,29.79,0,1,0,109,120,135,120,15
2024-11-14,3,46,Pasta,31.63,0,0,0,143,155,150,155,0
2024-11-15,4,46,Veg Biryani,21.69,1,1,0,60,71,63,43,20
2024-11-16,5,46,Fries,35.72,1,1,0,77,74,89,84,5
2024-11-17,6,46,Poha,30.92,1,0,1,125,120,95,67,28
2024-11-18,0,47,Chole Bhature,24.56,1,1,0,140,146,142,136,6
2024-11-19,1,47,Fried Rice,32.81,0,1,0,147,135,185,174,11
2024-11-20,2,47,Paratha,35.77,0,0,0,95,85,102,89,13
2024-11-21,3,47,Paratha,24.83,1,0,0,120,130,104,80,24
2024-11-22,4,47,Noodles,31.01,1,0,0,84,73,63,57,6
2024-11-23,5,47,Chicken Biryani,24.76,0,1,0,67,60,99,100,0
2024-11-24,6,47,Masala Dosa,28.29,1,1,1,74,63,58,37,21
2024-11-25,0,48,Paratha,34.51,0,1,0,142,151,182,171,11
2024-11-26,1,48,Chole Bhature,28.36,0,1,0,138,132,169,145,24
2024-11-27,2,48,Dal Tadka,29.32,0,0,0,121,108,141,123,18
2024-11-28,3,48,Fried Rice,40.19,0,1,0,109,118,144,127,17
2024-11-29,4,48,"Schezwan Fried Rice,Paneer Butter Masala",30.74,1,0,0,80,87,81,58,23
2024-11-30,5,48,Masala Dosa,30.72,1,0,0,126,131,100,77,23
2024-12-01,6,48,Pasta,28.06,1,1,1,138,147,103,84,19
2024-12-02,0,49,Masala Dosa,34.24,1,0,0,73,79,57,45,12
2024-12-03,1,49,Idli Sambar,33.24,1,0,0,97,108,79,84,0
2024-12-04,2,49,"Schezwan Fried Rice,Paneer Butter Masala",25.61,0,0,0,100,109,110,86,24
2024-12-05,3,49,Dal Tadka,37.08,1,1,0,138,130,129,120,9
2024-12-06,4,49,"Schezwan Fried Rice,Paneer Butter Masala",31.86,1,1,0,141,141,153,123,30
2024-12-07,5,49,Upma,25.6,0,1,0,82,74,102,104,0
2024-12-08,6,49,Fries,28.54,0,0,1,81,80,64,47,17
2024-12-09,0,50,Rajma Rice,27.69,1,1,0,84,89,80,85,0
2024-12-10,1,50,Fries,19.74,1,0,0,103,106,83,55,28
2024-12-11,2,50,Dal Tadka,33.74,1,1,0,73,72,83,65,18
2024-12-12,3,50,Masala Dosa,38.22,1,0,0,136,147,119,109,10
2024-12-13,4,50,Idli Sambar,31.61,0,1,0,138,136,173,163,10
2024-12-14,5,50,Masala Dosa,23.7,0,0,0,62,48,86,77,9
2024-12-15,6,50,Veg Biryani,17.3,1,1,1,66,59,49,30,19
2024-12-16,0,51,Fried Rice,28.2,1,0,0,110,118,112,86,26
2024-12-17,1,51,Upma,19.78,1,0,0,128,142,130,99,31
2024-12-18,2,51,Poha,33.1,0,0,0,65,72,67,59,8
2024-12-19,3,51,Sandwich,28.12,0,1,0,88,75,115,120,0
2024-12-20,4,51,Sandwich,34.86,0,0,0,139,150,143,126,17
2024-12-21,5,51,Chole Bhature,23.52,1,0,0,126,115,115,98,17
2024-12-22,6,51,Pasta,38.14,1,1,1,80,79,53,51,2
2024-12-23,0,52,Idli Sambar,30.92,0,1,0,119,122,157,144,13
2024-12-24,1,52,Chole Bhature,28.28,1,1,0,117,115,112,113,0
2024-12-25,2,52,Dal Tadka,35.71,0,0,0,93,101,100,87,13
2024-12-26,3,52,Chole Bhature,33.28,0,1,0,79,84,104,100,4
2024-12-27,4,52,Fried Rice,39.28,1,1,0,115,109,116,117,0
2024-12-28,5,52,Upma,33.4,1,0,0,96,103,83,70,13
2024-12-29,6,52,Fried Rice,26.45,1,0,1,103,106,57,49,8
2024-12-30,0,1,Pasta,32.51,1,1,0,106,108,128,98,30
2024-01-01,0,1,Chicken Biryani,26.46,1,0,0,70,69,69,40,29
2024-01-02,1,1,Pasta,24.16,1,0,0,74,72,57,44,13
2024-01-03,2,1,Masala Dosa,34.05,0,0,0,99,89,121,103,18
2024-01-04,3,1,Dal Tadka,29.64,1,0,0,117,116,94,89,5
2024-01-05,4,1,Pasta,22.67,1,1,0,135,129,147,127,20
2024-01-06,5,1,"Schezwan Fried Rice,Paneer Butter Masala",40.68,0,1,0,75,88,112,91,21
2024-01-07,6,1,Veg Biryani,35.81,0,1,1,78,71,70,52,18
2024-01-08,0,2,Rajma Rice,38.82,0,1,0,67,70,109,101,8
2024-01-09,1,2,Fries,34.32,1,1,0,145,152,152,148,4
2024-01-10,2,2,Chole Bhature,27.73,1,0,0,63,52,40,47,0
2024-01-11,3,2,Noodles,35.11,0,0,0,129,128,131,117,14
2024-01-12,4,2,Pasta,26.52,1,0,0,77,81,63,68,0
2024-01-13,5,2,Noodles,34.97,0,0,0,60,66,85,56,29
2024-01-14,6,2,Fries,30.23,0,0,1,148,161,133,128,5
2024-01-15,0,3,Veg Biryani,30.34,1,1,0,71,75,79,80,0
2024-01-16,1,3,Rajma Rice,27.9,1,1,0,80,82,90,59,31
2024-01-17,2,3,Idli Sambar,22.2,0,0,0,76,89,97,93,4
2024-01-18,3,3,Fried Rice,39.65,0,0,0,114,128,128,119,9
2024-01-19,4,3,Poha,29.68,1,1,0,88,95,101,98,3
2024-01-20,5,3,Noodles,25.57,1,1,0,118,115,112,104,8
2024-01-21,6,3,Sandwich,31.25,0,1,1,70,76,74,57,17
2024-01-22,0,4,Masala Dosa,32.32,1,0,0,87,90,81,54,27
2024-01-23,1,4,Dal Tadka,28.33,0,0,0,102,107,115,95,20
2024-01-24,2,4,"Schezwan Fried Rice,Paneer Butter Masala",38.69,1,0,0,140,148,122,125,0
2024-01-25,3,4,Fries,32.14,0,1,0,80,65,106,111,0
2024-01-26,4,4,Upma,25.32,0,1,0,118,125,150,149,1
2024-01-27,5,4,"Schezwan Fried Rice,Paneer Butter Masala",24.62,0,1,0,103,114,143,114,29
2024-01-28,6,4,Sandwich,29.42,1,0,1,72,82,38,13,25
2024-01-29,0,5,Fries,31.07,0,0,0,86,83,97,90,7
2024-01-30,1,5,Chicken Biryani,32.82,1,0,0,110,108,104,107,0
2024-01-31,2,5,Chicken Biryani,33.42,0,0,0,91,101,95,89,6
2024-02-01,3,5,Chicken Biryani,30.64,0,1,0,81,86,104,97,7
2024-02-02,4,5,Rajma Rice,27.44,1,0,0,102,104,98,72,26
2024-02-03,5,5,Fried Rice,27.46,0,0,0,113,98,112,102,10
2024-02-04,6,5,Sandwich,34.44,0,0,1,91,79,64,54,10
2024-02-05,0,6,Pasta,23.3,1,0,0,148,142,141,141,0
2024-02-06,1,6,Chole Bhature,34.47,1,0,0,122,120,113,83,30
2024-02-07,2,6,Chicken Biryani,33.13,0,1,0,77,64,111,102,9
2024-02-08,3,6,Chicken Biryani,29.76,1,1,0,122,127,135,109,26
2024-02-09,4,6,Chicken Biryani,34.6,0,0,0,118,105,142,122,20
2024-02-10,5,6,Chole Bhature,37.02,0,1,0,105,95,122,131,0
2024-02-11,6,6,Paratha,32.5,0,1,1,76,88,87,65,22
2024-02-12,0,7,Upma,31.11,1,0,0,93,104,94,86,8
2024-02-13,1,7,Fried Rice,21.82,0,0,0,135,141,156,135,21
2024-02-14,2,7,Veg Biryani,22.23,1,1,0,143,146,143,115,28
2024-02-15,3,7,Chole Bhature,35.92,0,0,0,120,126,119,108,11
2024-02-16,4,7,"Schezwan Fried Rice,Paneer Butter Masala",28.93,1,1,0,108,96,114,118,0
2024-02-17,5,7,"Schezwan Fried Rice,Paneer Butter Masala",28.18,0,1,0,138,149,173,146,27
2024-02-18,6,7,"Schezwan Fried Rice,Paneer Butter Masala",31.48,0,1,1,117,124,112,94,18
2024-02-19,0,8,Idli Sambar,26.7,1,0,0,138,125,127,102,25
2024-02-20,1,8,Masala Dosa,36.64,1,0,0,137,137,111,103,8
2024-02-21,2,8,Idli Sambar,33.68,0,0,0,85,97,94,87,7
2024-02-22,3,8,Sandwich,26.81,0,0,0,73,71,82,61,21
2024-02-23,4,8,Rajma Rice,26.61,1,1,0,61,72,76,64,12
2024-02-24,5,8,Chole Bhature,26.93,1,1,0,81,84,78,79,0
2024-02-25,6,8,Dal Tadka,29.9,1,0,1,78,83,38,21,17
2024-02-26,0,9,Chicken Biryani,30.51,1,1,0,81,88,96,84,12
2024-02-27,1,9,Poha,25.43,0,1,0,99,108,127,107,20
2024-02-28,2,9,Pasta,34.61,0,1,0,77,70,107,80,27
2024-02-29,3,9,Poha,31.91,1,1,0,132,123,133,119,14
2024-03-01,4,9,Rajma Rice,35.12,1,1,0,121,131,119,117,2
2024-03-02,5,9,Noodles,32.65,1,0,0,83,94,67,49,18
2024-03-03,6,9,Dal Tadka,34.88,1,0,1,71,76,27,13,14
2024-03-04,0,10,Idli Sambar,36.36,0,1,0,99,84,127,100,27
2024-03-05,1,10,Sandwich,30.58,0,1,0,88,77,130,124,6
2024-03-06,2,10,Poha,34.21,1,1,0,122,108,130,128,2
2024-03-07,3,10,Fried Rice,31.47,0,0,0,96,107,113,90,23
2024-03-08,4,10,Masala Dosa,30.58,1,1,0,147,155,151,125,26
2024-03-09,5,10,Noodles,32.01,1,0,0,148,156,134,128,6
2024-03-10,6,10,Veg Biryani,27.27,1,1,1,146,137,118,113,5
2024-03-11,0,11,Rajma Rice,33.83,0,0,0,73,61,98,80,18
2024-03-12,1,11,Masala Dosa,42.66,1,1,0,98,110,107,101,6
2024-03-13,2,11,Fried Rice,23.73,1,0,0,76,81,64,47,17
2024-03-14,3,11,Pasta,32.28,0,0,0,126,138,143,136,7
2024-03-15,4,11,Chicken Biryani,28.16,1,1,0,136,130,152,137,15
2024-03-16,5,11,Fried Rice,25.16,0,0,0,95,107,117,104,13
2024-03-17,6,11,Chicken Biryani,30.94,0,1,1,134,142,124,103,21
2024-03-18,0,12,Chicken Biryani,24.67,1,0,0,104,108,95,86,9
2024-03-19,1,12,Masala Dosa,21.58,0,1,0,102,96,136,134,2
2024-03-20,2,12,Paratha,29.34,1,0,0,137,143,107,97,10
2024-03-21,3,12,Dal Tadka,27.11,0,1,0,74,62,108,104,4
2024-03-22,4,12,Pasta,27.72,0,0,0,98,105,109,84,25
2024-03-23,5,12,Sandwich,25.16,1,1,0,125,115,145,132,13
2024-03-24,6,12,Chicken Biryani,27.89,0,1,1,130,118,119,124,0
2024-03-25,0,13,"Schezwan Fried Rice,Paneer Butter Masala",24.36,0,1,0,146,143,190,157,33
2024-03-26,1,13,Chicken Biryani,25.61,1,0,0,121,113,108,104,4
2024-03-27,2,13,Dal Tadka,37.07,1,0,0,74,74,60,51,9
2024-03-28,3,13,Poha,26.88,1,1,0,110,116,112,100,12
2024-03-29,4,13,Noodles,35.9,1,1,0,98,102,97,80,17
2024-03-30,5,13,Chole Bhature,29.65,0,0,0,109,118,123,117,6
2024-03-31,6,13,Sandwich,26.09,1,1,1,127,117,109,106,3
2024-04-01,0,14,Masala Dosa,33.96,0,0,0,73,73,90,60,30
2024-04-02,1,14,Idli Sambar,32.46,0,1,0,109,114,150,137,13
2024-04-03,2,14,Dal Tadka,23.83,1,0,0,117,123,95,82,13
2024-04-04,3,14,Masala Dosa,23.76,1,1,0,101,88,102,93,9
2024-04-05,4,14,Noodles,31.24,0,0,0,117,108,135,126,9
2024-04-06,5,14,Upma,28.04,0,0,0,98,110,108,77,31
2024-04-07,6,14,Dal Tadka,21.2,0,1,1,94,106,91,69,22
2024-04-08,0,15,Idli Sambar,33.25,0,0,0,94,96,117,102,15
2024-04-09,1,15,Dal Tadka,34.33,0,1,0,83,75,115,97,18
2024-04-10,2,15,Paratha,28.03,0,0,0,74,75,76,56,20
2024-04-11,3,15,Upma,26.54,0,1,0,89,88,115,109,6
2024-04-12,4,15,Rajma Rice,27.68,0,0,0,75,74,85,67,18
2024-04-13,5,15,Fried Rice,30.61,1,0,0,86,79,62,61,1
2024-04-14,6,15,Masala Dosa,28.67,1,1,1,90,77,57,59,0
2024-04-15,0,16,Upma,26.33,1,0,0,148,135,129,133,0
2024-04-16,1,16,Upma,26.73,1,0,0,122,124,99,103,0
2024-04-17,2,16,Fried Rice,29.55,0,0,0,95,107,106,92,14
2024-04-18,3,16,Sandwich,38.05,1,0,0,139,146,124,99,25
2024-04-19,4,16,Pasta,35.2,1,0,0,117,118,94,88,6
2024-04-20,5,16,Upma,33.77,0,0,0,99,107,117,107,10
2024-04-21,6,16,Masala Dosa,29.66,0,1,1,133,121,145,139,6
2024-04-22,0,17,Fries,28.62,0,0,0,133,136,153,135,18
2024-04-23,1,17,Chole Bhature,26.84,0,0,0,140,134,157,150,7
2024-04-24,2,17,Noodles,29.5,0,1,0,90,95,126,105,21
2024-04-25,3,17,"Schezwan Fried Rice,Paneer Butter Masala",29.66,1,1,0,95,99,103,83,20
2024-04-26,4,17,Masala Dosa,29.19,0,0,0,73,74,88,86,2
2024-04-27,5,17,Chicken Biryani,31.43,1,1,0,109,95,117,114,3
2024-04-28,6,17,Fries,29.06,0,1,1,118,119,106,92,14
2024-04-29,0,18,Idli Sambar,27.22,0,1,0,149,142,187,191,0
2024-04-30,1,18,Poha,27.67,1,1,0,84,74,93,73,20
2024-05-01,2,18,Idli Sambar,35.89,1,0,0,116,105,105,92,13
2024-05-02,3,18,Noodles,23.44,0,0,0,83,93,105,99,6
2024-05-03,4,18,Poha,27.8,1,1,0,79,86,89,88,1
2024-05-04,5,18,Idli Sambar,19.82,1,1,0,144,140,136,122,14
2024-05-05,6,18,Fried Rice,28.5,0,1,1,74,88,72,67,5
2024-05-06,0,19,Pasta,26.18,1,1,0,63,65,54,34,20
2024-05-07,1,19,Sandwich,25.97,0,0,0,116,113,119,113,6
2024-05-08,2,19,"Schezwan Fried Rice,Paneer Butter Masala",38.39,0,0,0,125,111,127,115,12
2024-05-09,3,19,"Schezwan Fried Rice,Paneer Butter Masala",43.84,0,1,0,77,82,101,86,15
2024-05-10,4,19,Chole Bhature,28.74,1,0,0,70,56,49,46,3
2024-05-11,5,19,Chicken Biryani,32.9,1,0,0,78,66,61,59,2
2024-05-12,6,19,Upma,31.43,0,1,1,88,97,98,91,7
2024-05-13,0,20,Masala Dosa,32.43,1,1,0,97,100,106,93,13
2024-05-14,1,20,Fries,37.12,1,1,0,140,145,145,130,15
2024-05-15,2,20,Sandwich,27.69,0,0,0,127,123,137,134,3
2024-05-16,3,20,Idli Sambar,28.46,1,0,0,124,109,108,80,28
2024-05-17,4,20,Pasta,28.09,1,1,0,106,96,105,80,25
2024-05-18,5,20,Dal Tadka,34.2,1,0,0,82,88,74,52,22
2024-05-19,6,20,Pasta,27.88,0,0,1,139,126,121,127,0
2024-05-20,0,21,Chicken Biryani,22.21,0,1,0,86,85,127,101,26
2024-05-21,1,21,Fries,28.67,1,1,0,107,112,114,117,0
2024-05-22,2,21,Idli Sambar,31.62,0,0,0,72,65,86,90,0
2024-05-23,3,21,Paratha,27.36,0,1,0,92,96,135,113,22
2024-05-24,4,21,Upma,31.38,1,0,0,132,129,118,101,17
2024-05-25,5,21,Upma,35.39,0,1,0,70,64,95,94,1
2024-05-26,6,21,Paratha,29.57,0,1,1,127,128,139,137,2
2024-05-27,0,22,Fried Rice,34.61,1,0,0,63,53,61,59,2
2024-05-28,1,22,"Schezwan Fried Rice,Paneer Butter Masala",23.88,1,0,0,94,98,79,71,8
2024-05-29,2,22,Rajma Rice,27.57,0,1,0,125,122,155,147,8
2024-05-30,3,22,Poha,26.83,1,1,0,90,94,98,103,0
2024-05-31,4,22,Fried Rice,31.13,1,0,0,95,95,81,71,10
2024-06-01,5,22,Veg Biryani,33.03,1,1,0,149,141,158,131,27
2024-06-02,6,22,Poha,28.83,0,1,1,89,91,84,76,8
2024-06-03,0,23,Fried Rice,31.46,1,1,0,133,124,135,113,22
2024-06-04,1,23,Fries,29.01,0,1,0,84,76,115,102,13
2024-06-05,2,23,"Schezwan Fried Rice,Paneer Butter Masala",30.68,0,0,0,138,137,162,135,27
2024-06-06,3,23,Veg Biryani,28.38,0,0,0,65,79,81,62,19
2024-06-07,4,23,Chicken Biryani,30.44,1,0,0,91,88,94,77,17
2024-06-08,5,23,Fried Rice,30.44,1,0,0,134,124,112,85,27
2024-06-09,6,23,Pasta,24.81,1,0,1,91,88,38,34,4
2024-06-10,0,24,Fried Rice,36.66,1,1,0,88,74,99,93,6
2024-06-11,1,24,Paratha,32.38,1,0,0,117,109,106,100,6
2024-06-12,2,24,Chicken Biryani,39.55,0,0,0,140,144,154,126,28
2024-06-13,3,24,Chicken Biryani,24.81,0,0,0,136,124,150,143,7
2024-06-14,4,24,"Schezwan Fried Rice,Paneer Butter Masala",29.65,1,1,0,93,104,99,101,0
2024-06-15,5,24,Upma,32.77,0,1,0,114,107,149,152,0
2024-06-16,6,24,Paratha,23.13,1,1,1,66,76,43,26,17
2024-06-17,0,25,Fries,16.0,0,1,0,69,58,108,87,21
2024-06-18,1,25,Upma,32.53,0,0,0,78,74,97,86,11
2024-06-19,2,25,Chicken Biryani,29.46,0,0,0,89,87,107,95,12
2024-06-20,3,25,Dal Tadka,33.0,0,1,0,121,131,164,159,5
2024-06-21,4,25,Noodles,31.73,1,1,0,107,103,111,106,5
2024-06-22,5,25,"Schezwan Fried Rice,Paneer Butter Masala",24.36,1,1,0,121,109,132,119,13
2024-06-23,6,25,Sandwich,35.78,0,0,1,137,145,123,118,5
2024-06-24,0,26,Masala Dosa,33.89,1,1,0,140,148,148,145,3
2024-06-25,1,26,Upma,24.65,1,1,0,128,116,139,116,23
2024-06-26,2,26,Chole Bhature,25.53,1,1,0,91,102,93,81,12
2024-06-27,3,26,Masala Dosa,29.83,1,1,0,111,115,115,94,21
2024-06-28,4,26,Rajma Rice,28.55,0,1,0,145,147,187,165,22
2024-06-29,5,26,"Schezwan Fried Rice,Paneer Butter Masala",26.63,1,1,0,75,73,71,48,23
2024-06-30,6,26,Veg Biryani,27.73,1,1,1,69,73,41,36,5
2024-07-01,0,27,Chicken Biryani,34.58,0,1,0,128,117,146,149,0
2024-07-02,1,27,Masala Dosa,20.1,0,0,0,147,148,151,147,4
2024-07-03,2,27,Masala Dosa,40.13,0,1,0,125,134,145,133,12
2024-07-04,3,27,Fried Rice,20.22,1,1,0,132,121,153,141,12
2024-07-05,4,27,Idli Sambar,23.17,0,1,0,132,144,168,153,15
2024-07-06,5,27,Sandwich,20.47,1,0,0,120,132,97,79,18
2024-07-07,6,27,Masala Dosa,37.05,0,0,1,132,123,106,84,22
2024-07-08,0,28,Sandwich,34.49,0,1,0,72,78,108,89,19
2024-07-09,1,28,Fried Rice,32.45,1,0,0,65,73,42,50,0
2024-07-10,2,28,Idli Sambar,30.37,1,1,0,143,134,139,115,24
2024-07-11,3,28,Chole Bhature,26.17,0,0,0,74,84,78,75,3
2024-07-12,4,28,Noodles,37.29,1,1,0,136,131,131,135,0
2024-07-13,5,28,Chicken Biryani,30.65,1,0,0,138,148,133,105,28
2024-07-14,6,28,Dal Tadka,26.72,1,1,1,104,114,78,50,28
2024-07-15,0,29,"Schezwan Fried Rice,Paneer Butter Masala",30.95,0,1,0,99,101,143,129,14
2024-07-16,1,29,Rajma Rice,29.73,1,1,0,62,60,67,43,24
2024-07-17,2,29,Rajma Rice,32.1,0,1,0,145,132,191,157,34
2024-07-18,3,29,Dal Tadka,35.99,0,1,0,74,63,104,85,19
2024-07-19,4,29,Poha,26.24,0,1,0,71,58,93,68,25
2024-07-20,5,29,"Schezwan Fried Rice,Paneer Butter Masala",26.89,0,0,0,102,97,112,103,9
2024-07-21,6,29,Fries,40.57,1,1,1,91,86,54,49,5
2024-07-22,0,30,"Schezwan Fried Rice,Paneer Butter Masala",24.49,1,1,0,122,121,120,101,19
2024-07-23,1,30,Poha,33.68,0,1,0,121,115,163,148,15
2024-07-24,2,30,Fries,36.89,0,1,0,85,96,110,110,0
2024-07-25,3,30,Veg Biryani,30.22,1,1,0,145,134,138,119,19
2024-07-26,4,30,Dal Tadka,32.91,1,0,0,77,72,60,55,5
2024-07-27,5,30,Poha,30.99,1,0,0,66,51,42,33,9
2024-07-28,6,30,Masala Dosa,24.45,0,0,1,110,103,83,68,15
2024-07-29,0,31,"Schezwan Fried Rice,Paneer Butter Masala",28.66,0,0,0,147,161,166,147,19
2024-07-30,1,31,Paratha,29.4,1,0,0,140,131,132,135,0
2024-07-31,2,31,Chole Bhature,30.22,0,1,0,109,117,127,133,0
2024-08-01,3,31,Pasta,22.01,0,0,0,104,97,109,102,7
2024-08-02,4,31,Paratha,28.08,1,0,0,94,96,86,86,0
2024-08-03,5,31,Chicken Biryani,33.58,0,1,0,149,154,192,178,14
2024-08-04,6,31,Dal Tadka,28.57,1,1,1,60,58,28,25,3
2024-08-05,0,32,Poha,24.33,1,0,0,121,106,113,98,15
2024-08-06,1,32,Upma,35.03,0,1,0,60,64,92,75,17
2024-08-07,2,32,Sandwich,32.98,1,0,0,109,106,95,75,20
2024-08-08,3,32,Noodles,31.56,1,0,0,69,67,62,51,11
2024-08-09,4,32,Fried Rice,26.86,0,0,0,121,106,140,137,3
2024-08-10,5,32,Veg Biryani,19.73,0,1,0,141,128,188,165,23
2024-08-11,6,32,Sandwich,41.4,0,0,1,127,136,102,88,14
2024-08-12,0,33,Idli Sambar,26.33,1,0,0,97,92,88,56,32
2024-08-13,1,33,Sandwich,25.87,0,1,0,69,65,110,101,9
2024-08-14,2,33,Fried Rice,31.2,1,1,0,80,65,76,76,0
2024-08-15,3,33,"Schezwan Fried Rice,Paneer Butter Masala",28.12,0,0,0,80,71,95,67,28
2024-08-16,4,33,Sandwich,27.19,1,0,0,86,78,75,58,17
2024-08-17,5,33,Veg Biryani,37.52,0,1,0,145,147,174,166,8
2024-08-18,6,33,Poha,30.52,1,1,1,92,83,67,45,22
2024-08-19,0,34,Poha,32.29,0,0,0,75,75,77,78,0
2024-08-20,1,34,Sandwich,36.2,0,1,0,97,87,134,115,19
2024-08-21,2,34,Fries,29.19,0,1,0,114,121,136,112,24
2024-08-22,3,34,Chole Bhature,30.32,0,0,0,144,158,161,162,0
2024-08-23,4,34,Paratha,36.35,0,1,0,60,73,81,74,7
2024-08-24,5,34,Upma,28.77,0,0,0,100,107,105,103,2
2024-08-25,6,34,Pasta,21.54,0,0,1,131,120,112,105,7
2024-08-26,0,35,Poha,33.98,0,1,0,67,59,94,90,4
2024-08-27,1,35,Fries,33.67,0,0,0,66,80,65,61,4
2024-08-28,2,35,Masala Dosa,34.65,0,0,0,115,108,131,112,19
2024-08-29,3,35,Idli Sambar,40.02,0,0,0,60,74,73,54,19
2024-08-30,4,35,Upma,29.51,0,0,0,148,138,160,169,0
2024-08-31,5,35,Upma,24.38,0,1,0,67,79,105,94,11
2024-09-01,6,35,Pasta,22.37,0,1,1,148,162,152,149,3
2024-09-02,0,36,"Schezwan Fried Rice,Paneer Butter Masala",29.31,1,1,0,119,107,135,107,28
2024-09-03,1,36,Fried Rice,22.63,1,0,0,120,121,98,74,24
2024-09-04,2,36,Upma,35.62,0,0,0,80,77,80,84,0
2024-09-05,3,36,Chicken Biryani,33.38,0,0,0,113,111,117,113,4
2024-09-06,4,36,Masala Dosa,37.26,1,1,0,111,124,112,92,20
2024-09-07,5,36,Veg Biryani,27.55,0,1,0,69,71,99,94,5
2024-09-08,6,36,Pasta,24.99,0,1,1,73,58,71,52,19
2024-09-09,0,37,Upma,36.1,0,1,0,134,142,166,145,21
2024-09-10,1,37,Chicken Biryani,21.66,0,1,0,63,57,91,92,0
2024-09-11,2,37,Fries,26.71,1,0,0,133,143,121,94,27
2024-09-12,3,37,Paratha,15.96,1,0,0,135,143,116,115,1
2024-09-13,4,37,Fries,29.21,1,0,0,107,121,105,97,8
2024-09-14,5,37,"Schezwan Fried Rice,Paneer Butter Masala",31.4,1,0,0,86,90,67,48,19
2024-09-15,6,37,Paratha,29.91,0,0,1,112,122,89,73,16
2024-09-16,0,38,Paratha,26.63,1,1,0,64,51,67,65,2
2024-09-17,1,38,Chicken Biryani,18.91,0,0,0,138,140,154,140,14
2024-09-18,2,38,Masala Dosa,31.29,1,1,0,131,119,145,136,9
2024-09-19,3,38,Rajma Rice,24.67,1,1,0,112,125,105,96,9
2024-09-20,4,38,Veg Biryani,26.25,1,0,0,122,130,99,84,15
2024-09-21,5,38,Idli Sambar,28.5,0,1,0,78,75,103,95,8
2024-09-22,6,38,Upma,30.97,1,0,1,118,130,70,53,17
2024-09-23,0,39,Sandwich,27.21,0,0,0,132,134,137,135,2
2024-09-24,1,39,Dal Tadka,25.93,0,0,0,130,134,128,111,17
2024-09-25,2,39,Veg Biryani,24.17,0,0,0,91,85,101,99,2
2024-09-26,3,39,Fries,26.59,1,0,0,79,72,67,50,17
2024-09-27,4,39,Rajma Rice,35.76,1,0,0,147,132,133,117,16
2024-09-28,5,39,Paratha,23.95,1,1,0,149,163,160,143,17
2024-09-29,6,39,Sandwich,31.23,0,1,1,80,80,85,60,25
2024-09-30,0,40,"Schezwan Fried Rice,Paneer Butter Masala",30.14,0,0,0,65,51,87,56,31
2024-10-01,1,40,Idli Sambar,43.81,1,1,0,124,136,120,112,8
2024-10-02,2,40,Poha,34.32,0,0,0,102,103,117,94,23
2024-10-03,3,40,Idli Sambar,24.34,0,0,0,130,143,150,123,27
2024-10-04,4,40,Poha,30.62,0,0,0,93,93,106,106,0
2024-10-05,5,40,Chicken Biryani,23.95,1,1,0,124,135,132,114,18
2024-10-06,6,40,"Schezwan Fried Rice,Paneer Butter Masala",27.48,0,0,1,101,90,94,70,24
2024-10-07,0,41,Masala Dosa,27.5,0,1,0,128,132,156,148,8
2024-10-08,1,41,Paratha,26.51,1,1,0,135,137,143,136,7
